	CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	RAD	TAX	PTRATIO	B	PRICE
0.0	-1.332248025898831	0.2760136736930715	-1.2865953437908109	-0.27071455537293126	0.3338283435981196	0.47139444591718566	-0.11435634076977173	-0.29753736126280267	-0.9832207769779296	-0.6690133239293089	-1.4748172482555963	0.4388448747685915	24.0
1.0	-1.332248025898831	-0.4905862408856982	-0.5942979624970727	-0.27071455537293126	0.02556077354397433	0.39483718523512534	0.370174392688406	-0.2968511385848533	-0.8691543142893136	-0.9873922509195526	-0.3113555417109461	0.4388448747685915	21.6
2.0	-1.332248025898831	-0.4905862408856982	-0.5942979624970727	-0.27071455537293126	0.02556077354397433	0.7746407382292427	-0.25936188873900745	-0.2968511385848533	-0.8691543142893136	-0.9873922509195526	-0.3113555417109461	0.39448404099621737	34.7
3.0	-1.332248025898831	-0.4905862408856982	-1.3055026252126987	-0.27071455537293126	-0.02358333182697636	0.6816783502581695	-0.8004801531120089	-0.2959943577678173	-0.7550878516006976	-1.1053103720270503	0.1074906726451273	0.4141030829594297	33.4
4.0	-1.332248025898831	-0.4905862408856982	-1.3055026252126987	-0.27071455537293126	-0.02358333182697636	0.7557499855934097	-0.5033956158091845	-0.2959943577678173	-0.7550878516006976	-1.1053103720270503	0.1074906726451273	0.4388448747685915	36.2
5.0	-1.332248025898831	-0.4905862408856982	-1.3055026252126987	-0.27071455537293126	-0.02358333182697636	-2.794006370955287	-0.34424318511124286	-0.2959943577678173	-0.7550878516006976	-1.1053103720270503	0.1074906726451273	0.4085443544031863	28.7
6.0	-0.4422920193508216	0.041774810905114076	-0.47794546143930156	-0.27071455537293126	0.2712813003987278	0.19151303186523794	-0.06484225121930133	-0.29638687620075216	-0.5269549262234655	-0.5805747330986856	-1.521355716517383	0.4246755666840499	22.9
7.0	-0.4422920193508216	0.041774810905114076	-0.47794546143930156	-0.27071455537293126	0.2712813003987278	0.2710530429634824	0.97849035002276	-0.2960817492546796	-0.5269549262234655	-0.5805747330986856	-1.521355716517383	0.4388448747685915	27.1
8.0	-0.4422920193508216	0.041774810905114076	-0.47794546143930156	-0.27071455537293126	0.2712813003987278	0.002108380437543294	1.1164224566276428	-0.29597878846979975	-0.5269549262234655	-0.5805747330986856	-1.521355716517383	0.32690734090070894	16.5
9.0	-0.4422920193508216	0.041774810905114076	-0.47794546143930156	-0.27071455537293126	0.2712813003987278	0.1875360313103257	0.6177448404407595	-0.295579776309551	-0.5269549262234655	-0.5805747330986856	-1.521355716517383	0.32777929832129593	18.9
10.0	-0.4422920193508216	0.041774810905114076	-0.47794546143930156	-0.27071455537293126	0.2712813003987278	0.3729636821831081	0.9148293777435835	-0.2957717715725413	-0.5269549262234655	-0.5805747330986856	-1.521355716517383	0.39110520599144194	15.0
11.0	-0.4422920193508216	0.041774810905114076	-0.47794546143930156	-0.27071455537293126	0.2712813003987278	0.19002165665714585	0.5116432199754651	-0.29586565678671745	-0.5269549262234655	-0.5805747330986856	-1.521355716517383	0.4388448747685915	18.9
12.0	-0.4422920193508216	0.041774810905114076	-0.47794546143930156	-0.27071455537293126	0.2712813003987278	0.1303666483334625	-1.0409771595000095	-0.2964726246963664	-0.5269549262234655	-0.5805747330986856	-1.521355716517383	0.3690882811216151	21.7
13.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.16019415249530417	-0.23460484396377224	-0.2970542435981878	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.4388448747685915	20.4
15.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.10302476951844096	-0.42205104011912553	-0.2972176821085328	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.4248935560391965	19.9
16.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.15323440152420778	-1.3840390656711279	-0.2972176821085328	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.329305223807324	23.1
17.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	-2.7942251059858076	0.4692025717893473	-0.2974060002006345	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.32821527703158976	17.5
18.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	-0.08488850670116159	-1.1258584558722449	-0.2977669888491419	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	-0.737316690925978	20.2
19.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.049832387096489975	0.03772264856381676	-0.2977669888491419	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.3739930416124181	18.2
20.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	-2.7944338985149404	1.0492247636662895	-0.2977658935216431	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.21725869526186753	13.6
21.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.1681481536051286	0.7344566229525833	-0.29759815193898176	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.39121420066901524	19.6
22.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.25613929088256154	0.8228746400069952	-0.2976258480771637	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.4388448747685915	15.2
23.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.09258514306179638	1.1164224566276428	-0.2975332929035217	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.41312213086126937	14.5
24.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.14776602576120348	0.9077559363792305	-0.2972951374102281	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.41083324263222754	15.6
25.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	-0.0137996217821056	0.6106713990764064	-0.29725210668706403	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	-0.5800373711875603	13.9
26.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.09258514306179638	0.7733605504565243	3.362350824127602	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.22063753026664298	16.6
27.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.2089124092929789	0.7203097402238772	-0.29725304553920584	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	-0.5477749466258338	14.8
28.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.4316244403680634	0.9183660984257602	-0.2972520284493856	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.34118564366282444	18.4
29.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.5206098277842244	0.6672589299912299	3.0157579084605732	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.25715074725373255	21.0
30.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.04287263612539358	0.9077559363792305	3.0110636477517647	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.03850742404149019	12.7
31.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.22134053602707962	1.1164224566276428	2.965685794233283	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.2190026101030422	14.5
32.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	-2.7942449909885823	0.47981273383587664	-0.2976155989412828	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	-1.3519376777623862	13.2
33.0	0.4476639871971878	-0.4905862408856982	-0.4386764923323037	-0.27071455537293126	0.3338283435981196	0.03690713529302525	0.939586422518819	-0.29777426495324055	-0.6410213889120816	-0.6041583573201852	1.1778754426662057	0.023248169181213686	13.1
35.0	-1.332248025898831	-0.4905862408856982	-0.7557370577147301	-0.27071455537293126	0.1595901518283853	0.15224015138547972	-0.008254720304477364	-0.29810826160267223	-0.5269549262234655	-0.7692437268706819	0.3401830139540573	0.4388448747685915	18.9
36.0	-0.4422920193508216	-0.4905862408856982	-0.7557370577147301	-0.27071455537293126	0.1595901518283853	0.10650464500398917	-0.24875172669247808	-0.29809449177125974	-0.5269549262234655	-0.7692437268706819	0.3401830139540573	0.22804916834163433	20.0
37.0	-1.332248025898831	-0.4905862408856982	-0.7557370577147301	-0.27071455537293126	0.1595901518283853	-2.794294703495518	-0.9525591424455974	-0.29765925556587475	-0.5269549262234655	-0.7692437268706819	0.3401830139540573	0.4388448747685915	21.0
38.0	-0.4422920193508216	-0.4905862408856982	-0.7557370577147301	-0.27071455537293126	0.1595901518283853	0.16864527867449264	-1.3522085795315395	-0.29772724410847395	-0.5269549262234655	-0.7692437268706819	0.3401830139540573	0.4010237216506217	24.7
39.0	-1.332248025898831	2.7035800698591754	-1.193513342944594	-0.27071455537293126	-0.15761271011138733	0.4813369473044662	-1.6492931168343639	-0.29651158706024955	-0.7550878516006976	-0.9284331903658037	-0.07866320040201606	0.4250025507167698	30.8
40.0	-1.332248025898831	2.7035800698591754	-1.193513342944594	-0.27071455537293126	-0.15761271011138733	0.6946036020616342	-1.8614963577649526	-0.29651158706024955	-0.7550878516006976	-0.9284331903658037	-0.07866320040201606	0.4248935560391965	34.9
41.0	-0.4422920193508216	-0.4905862408856982	-0.6175684627086269	-0.27071455537293126	-0.06825979125511335	-2.7938373484317034	-2.317733325765718	-0.29626138296447	-0.7550878516006976	-1.0404554054179265	-0.26481707344916106	0.31360999023675434	26.6
42.0	-0.4422920193508216	-0.4905862408856982	-0.6175684627086269	-0.27071455537293126	-0.06825979125511335	0.2695616677553903	-2.1868746605251888	-0.29626138296447	-0.7550878516006976	-1.0404554054179265	-0.26481707344916106	0.2913750760117803	25.3
43.0	-0.4422920193508216	-0.4905862408856982	-0.6175684627086269	-0.27071455537293126	-0.06825979125511335	0.2904409206686795	-2.190411381207365	-0.29626138296447	-0.7550878516006976	-1.0404554054179265	-0.26481707344916106	0.4122501734406817	24.7
44.0	-0.4422920193508216	-0.4905862408856982	-0.6175684627086269	-0.27071455537293126	-0.06825979125511335	0.21984916081898753	-1.0056099526782445	-0.29626138296447	-0.7550878516006976	-1.0404554054179265	-0.26481707344916106	0.3569898719109675	21.2
45.0	-0.4422920193508216	-0.4905862408856982	-0.6175684627086269	-0.27071455537293126	-0.06825979125511335	0.02746175897510872	-1.2248866349731864	-0.2967468477594393	-0.7550878516006976	-1.0404554054179265	-0.26481707344916106	0.4388448747685915	19.3
46.0	-0.4422920193508216	-0.4905862408856982	-0.6175684627086269	-0.27071455537293126	-0.06825979125511335	0.07916276618896763	-1.2425702383840687	-0.2967468477594393	-0.7550878516006976	-1.0404554054179265	-0.26481707344916106	0.4388448747685915	20.0
47.0	-0.4422920193508216	-0.4905862408856982	-0.6175684627086269	-0.27071455537293126	-0.06825979125511335	-2.794205220983033	0.6035979577120534	-0.2962860278331913	-0.7550878516006976	-1.0404554054179265	-0.26481707344916106	0.3935030888980571	16.6
48.0	0.4476639871971878	-0.4905862408856982	-0.6175684627086269	-0.27071455537293126	-0.06825979125511335	-0.11322463565491118	0.9501965845653483	-0.2961447305858561	-0.7550878516006976	-1.0404554054179265	-0.26481707344916106	0.4388448747685915	14.4
49.0	-0.4422920193508216	-0.4905862408856982	-0.6175684627086269	-0.27071455537293126	-0.06825979125511335	-0.012308246574013516	-0.22753140259941917	-0.2959744071598049	-0.7550878516006976	-1.0404554054179265	-0.26481707344916106	0.4388448747685915	19.4
50.0	-0.4422920193508216	0.4037803261228664	-0.8022780581378386	-0.27071455537293126	-0.10846860474043664	0.16715390346640058	-0.8040168737941852	-0.2954056192372542	-0.6410213889120816	-0.9814963448641777	-0.7767402243288062	0.42423958797375605	19.7
51.0	-1.332248025898831	0.4037803261228664	-0.8022780581378386	-0.27071455537293126	-0.10846860474043664	0.2427169140097328	-0.19216419577765437	-0.2954056192372542	-0.6410213889120816	-0.9814963448641777	-0.7767402243288062	0.4069094342395856	20.5
52.0	-1.332248025898831	0.4037803261228664	-0.8022780581378386	-0.27071455537293126	-0.10846860474043664	0.4395784414778879	-1.674050161609599	-0.2954056192372542	-0.6410213889120816	-0.9814963448641777	-0.7767402243288062	0.4388448747685915	25.0
